insight_id,call_id,summary,tone,pending_items,sales_opportunities,issues
106,106,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
107,107,A conversation about Porting a mortgage: Questions about transferring an existing mortgage to a new property..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
108,108,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
109,109,A conversation about Porting a mortgage: Questions about transferring an existing mortgage to a new property..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
110,110,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
111,111,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
112,112,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
113,113,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
114,114,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
115,115,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
116,116,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
117,117,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
118,118,"A conversation about Investment options: Guidance on selecting investments (e.g., GICs, mutual funds, or stocks)..",neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
119,119,A conversation about Rates and refinancing: Inquiries about current interest rates or refinancing options..,satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
120,120,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
